crop,soil_type,pH,weather,available_N,available_P,available_K,rec_N,rec_P,rec_K,Urea(kg),SSP(kg),MOP(kg),fertilizer_N,fertilizer_P,fertilizer_K,notes,
Tomato,Sandy loam,7.1,Dry,Medium (223),Low (14),High (264),60,21,31,130,0,52,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Alluvial,7,Normal,Medium (226),Low (11),High (287),30,15,22,65,94,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Black soil,7.6,Humid,High (251),Medium (17),High (242),64,27,40,139,0,67,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Cotton,Black soil,5.9,Humid,Medium (208),Medium (20),High (149),44,22,34,96,0,57,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Soybean,Clay loam,6.8,Dry,High (297),Low (12),High (144),27,17,20,59,106,33,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Paddy,Black soil,7.2,Normal,High (263),Low (15),High (248),40,19,25,87,119,42,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Groundnut,Black soil,7.2,Normal,High (299),Medium (21),High (176),30,19,28,65,119,47,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Maize,Alluvial,5.8,Normal,Low (153),Low (13),High (132),52,25,25,113,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Soybean,Red soil,7,Dry,Medium (247),High (27),High (294),23,18,15,50,112,25,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Red soil,5.9,Dry,Medium (209),Low (12),High (284),64,26,31,139,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Wheat,Sandy loam,6.4,Normal,Low (169),Medium (24),High (243),38,18,21,83,112,35,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Potato,Red soil,5.8,Dry,Low (185),Medium (19),High (185),54,21,38,117,0,63,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Paddy,Black soil,5.8,Rainy,Medium (237),Medium (25),High (104),40,21,25,87,131,42,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Groundnut,Sandy loam,7.1,Dry,Medium (224),High (30),High (256),31,20,21,67,125,35,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Black soil,5.5,Rainy,High (267),Low (10),High (119),46,25,25,100,0,42,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Paddy,Black soil,6.2,Rainy,Low (177),Medium (23),High (271),50,24,16,109,150,27,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Groundnut,Clay loam,5.9,Humid,High (275),Medium (23),High (300),22,24,26,48,150,43,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Sugarcane,Clay loam,5.6,Dry,High (261),Medium (16),High (128),92,25,30,200,0,50,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Groundnut,Red soil,5.9,Humid,Medium (204),Medium (24),High (193),22,21,24,48,131,40,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Potato,Red soil,6.5,Humid,Low (161),Low (10),High (101),65,24,32,141,0,53,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Sugarcane,Alluvial,5.9,Dry,High (282),Low (12),High (165),99,28,37,215,0,62,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Wheat,Black soil,6.9,Rainy,Low (158),Medium (22),High (165),38,22,17,83,138,28,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Tomato,Alluvial,5.7,Humid,Low (171),Low (11),High (248),59,21,29,128,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Groundnut,Clay loam,5.6,Rainy,Medium (225),Low (11),High (184),25,21,30,54,131,50,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Paddy,Alluvial,6.2,Humid,Medium (202),Medium (16),High (113),50,22,18,109,138,30,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Sugarcane,Black soil,6.4,Dry,High (273),Low (11),High (220),84,33,34,183,0,57,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Wheat,Alluvial,7.7,Rainy,High (262),Medium (18),High (137),47,24,21,102,150,35,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Groundnut,Alluvial,7.2,Rainy,High (267),Medium (22),High (281),33,15,26,72,94,43,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Red soil,6.9,Dry,Medium (234),Medium (18),High (100),48,23,29,104,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Sugarcane,Red soil,7.8,Humid,Medium (226),High (27),High (274),88,26,34,191,0,57,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Wheat,Clay loam,6.7,Dry,High (265),Medium (21),High (269),35,16,17,76,100,28,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Groundnut,Black soil,7.6,Rainy,High (262),Low (10),High (141),22,22,29,48,138,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Maize,Clay loam,6.5,Humid,Low (187),Medium (17),High (121),54,23,25,117,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Sandy loam,6.5,Humid,High (254),Medium (21),High (265),64,23,39,139,0,65,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Red Gram,Red soil,6.5,Dry,High (267),Medium (24),High (203),25,19,18,54,119,30,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Paddy,Alluvial,5.9,Normal,High (269),Medium (20),High (170),53,22,24,115,138,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Soybean,Black soil,6,Rainy,High (297),Medium (17),High (291),22,20,22,48,125,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Red soil,7.1,Normal,Medium (212),High (28),High (276),70,29,34,152,0,57,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Sugarcane,Sandy loam,5.8,Normal,High (283),Medium (23),High (141),86,29,30,187,0,50,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Red Gram,Black soil,6.7,Normal,Medium (224),Low (15),High (131),27,17,22,59,106,37,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Soybean,Sandy loam,6.9,Rainy,High (287),Medium (16),High (237),29,16,22,63,100,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Sugarcane,Clay loam,7.7,Rainy,Low (165),Low (15),High (259),96,31,31,209,0,52,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Tomato,Alluvial,6.6,Normal,High (298),High (27),High (268),49,26,28,107,0,47,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Paddy,Sandy loam,5.5,Normal,High (259),Medium (20),High (239),52,19,24,113,119,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Black soil,6,Humid,High (257),Low (11),High (104),47,15,25,102,0,42,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Groundnut,Alluvial,7.4,Dry,Low (185),Low (12),High (256),20,16,26,43,100,43,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Maize,Red soil,7.2,Dry,High (298),Medium (25),High (134),56,25,24,122,0,40,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Tomato,Black soil,6.7,Rainy,Medium (250),Medium (24),High (232),48,30,21,104,0,35,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Cotton,Sandy loam,6.9,Rainy,High (276),High (28),High (284),41,22,26,89,0,43,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Soybean,Sandy loam,6,Dry,Medium (249),High (30),High (286),23,20,22,50,125,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Sugarcane,Sandy loam,7.8,Dry,Medium (206),Medium (16),High (130),89,31,30,193,0,50,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Cotton,Sandy loam,6.8,Normal,Low (195),Medium (17),High (206),45,16,29,98,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Black soil,7,Dry,High (296),Medium (24),High (224),40,15,30,87,0,50,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Red Gram,Red soil,6.9,Dry,Low (185),Medium (25),High (115),27,16,19,59,100,32,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Sandy loam,7,Normal,Low (159),High (30),High (136),33,23,30,72,144,50,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Wheat,Red soil,6.5,Normal,Low (168),Medium (25),High (224),39,22,16,85,138,27,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Potato,Red soil,6.2,Rainy,High (271),High (26),High (289),54,23,31,117,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Tomato,Black soil,6.1,Rainy,Medium (221),Medium (22),High (264),49,28,20,107,0,33,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Alluvial,7.8,Rainy,Medium (210),High (30),High (150),20,20,25,43,125,42,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Maize,Black soil,6,Rainy,Low (187),Low (10),High (102),53,24,21,115,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Red Gram,Alluvial,6.5,Humid,Low (186),Medium (16),High (162),22,20,20,48,125,33,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Maize,Clay loam,6.6,Normal,Low (189),Low (14),High (260),57,23,21,124,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Soybean,Black soil,6.7,Humid,High (251),High (30),High (140),22,18,22,48,112,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Red Gram,Red soil,7.1,Normal,Medium (224),Medium (19),High (208),26,19,24,57,119,40,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Maize,Clay loam,7.3,Normal,Medium (242),Low (13),High (288),52,23,21,113,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Soybean,Red soil,5.6,Normal,High (296),Medium (23),High (270),29,20,16,63,125,27,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Groundnut,Sandy loam,7.6,Normal,High (300),Medium (17),High (255),24,22,25,52,138,42,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Groundnut,Red soil,6.2,Humid,High (283),Medium (17),High (222),34,24,25,74,150,42,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Red Gram,Clay loam,7.1,Dry,High (284),High (27),High (174),20,20,16,43,125,27,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Alluvial,7.2,Dry,Medium (206),High (29),High (118),21,18,29,46,112,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Groundnut,Sandy loam,7.2,Normal,High (255),High (28),High (157),27,20,27,59,125,45,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Soybean,Alluvial,6.5,Dry,High (291),Medium (16),High (210),29,17,21,63,106,35,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Red soil,5.6,Rainy,High (276),High (27),High (271),58,25,34,126,0,57,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Sugarcane,Clay loam,7.5,Normal,Low (169),Low (10),High (113),83,31,32,180,0,53,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Potato,Alluvial,5.8,Rainy,Low (193),High (30),High (133),51,21,35,111,0,58,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Maize,Alluvial,6.4,Dry,Medium (234),Medium (19),High (281),54,24,20,117,0,33,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Sandy loam,6.5,Humid,High (253),Medium (17),High (111),53,30,34,115,0,57,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Tomato,Clay loam,6.4,Normal,High (281),Medium (24),High (231),52,22,30,113,0,50,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Maize,Red soil,5.8,Dry,Medium (228),Low (12),High (254),53,21,25,115,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Tomato,Red soil,7.1,Humid,Medium (214),Medium (23),High (207),48,25,27,104,0,45,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Potato,Clay loam,5.6,Normal,Medium (224),Low (10),High (211),61,26,35,133,0,58,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Wheat,Red soil,5.5,Dry,High (293),Medium (17),High (115),38,16,18,83,100,30,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Potato,Alluvial,6,Rainy,High (284),Low (12),High (261),55,28,35,120,0,58,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Tomato,Alluvial,6.2,Humid,High (295),Medium (23),High (270),48,25,21,104,0,35,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Alluvial,6.7,Humid,Medium (211),Low (13),High (105),22,15,18,48,94,30,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Wheat,Red soil,5.7,Rainy,Medium (235),Medium (19),High (291),39,24,20,85,150,33,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Groundnut,Sandy loam,6.4,Dry,Low (169),Medium (16),High (153),34,16,22,74,100,37,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Red Gram,Sandy loam,6.1,Rainy,Medium (230),Medium (23),High (135),20,19,22,43,119,37,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Soybean,Black soil,5.9,Rainy,High (290),Medium (22),High (114),22,15,25,48,94,42,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Red soil,7.7,Rainy,High (285),Medium (20),High (264),54,29,39,117,0,65,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Maize,Clay loam,7.3,Rainy,High (285),Low (12),High (284),60,23,20,130,0,33,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Groundnut,Black soil,7.2,Normal,Low (156),Medium (17),High (269),35,18,28,76,112,47,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Soybean,Red soil,6.6,Dry,Low (184),Medium (24),High (279),22,15,22,48,94,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Paddy,Red soil,5.8,Dry,High (267),Medium (18),High (178),48,15,22,104,94,37,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Tomato,Red soil,6.9,Normal,Medium (248),Medium (23),High (146),54,20,27,117,0,45,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Cotton,Alluvial,7.1,Dry,Medium (246),Medium (18),High (238),42,17,31,91,0,52,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Soybean,Black soil,7.1,Normal,Low (183),High (26),High (292),26,17,22,57,106,37,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Paddy,Red soil,7.4,Dry,High (266),High (30),High (219),46,18,23,100,112,38,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Tomato,Black soil,6.1,Normal,Medium (201),Medium (18),High (250),55,24,34,120,0,57,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Alluvial,7,Humid,Low (188),Medium (20),High (289),92,30,35,200,0,58,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Tomato,Black soil,7.2,Humid,Low (177),Low (10),High (231),57,29,29,124,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Black soil,6.3,Dry,Low (190),Medium (17),High (125),27,19,17,59,119,28,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Potato,Alluvial,7,Humid,High (267),Medium (19),High (169),53,30,38,115,0,63,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Wheat,Red soil,5.7,Humid,High (282),High (30),High (188),47,17,19,102,106,32,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Maize,Black soil,7.5,Humid,Low (175),High (27),High (173),59,21,23,128,0,38,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Wheat,Black soil,6.6,Dry,High (266),Low (14),High (272),38,20,25,83,125,42,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Soybean,Black soil,7.3,Rainy,High (259),Medium (19),High (187),28,18,15,61,112,25,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Red soil,6.3,Dry,Medium (227),Medium (18),High (123),58,25,31,126,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Sugarcane,Alluvial,7.6,Humid,High (283),Medium (18),High (138),87,29,37,189,0,62,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Sugarcane,Alluvial,5.6,Humid,Medium (244),Medium (20),High (243),98,27,39,213,0,65,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Paddy,Clay loam,6.5,Normal,Low (159),Medium (17),High (118),49,24,21,107,150,35,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Alluvial,7.3,Normal,Medium (245),Medium (22),High (172),47,23,27,102,0,45,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Tomato,Black soil,6.6,Rainy,Medium (213),Low (12),High (118),58,29,25,126,0,42,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Groundnut,Sandy loam,7.8,Dry,High (295),High (30),High (211),33,18,23,72,112,38,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Groundnut,Red soil,7.1,Normal,Low (193),Low (14),High (109),33,15,21,72,94,35,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Soybean,Red soil,6.9,Humid,Low (174),Medium (19),High (266),22,17,20,48,106,33,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Sugarcane,Alluvial,6.8,Normal,Low (185),Low (10),High (216),92,27,35,200,0,58,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Red Gram,Alluvial,6.1,Dry,Low (163),High (29),High (186),23,18,21,50,112,35,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Sandy loam,7.2,Dry,High (293),Low (10),High (199),57,22,28,124,0,47,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Alluvial,6,Dry,Low (170),Medium (24),High (152),23,15,22,50,94,37,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Potato,Black soil,5.7,Normal,Medium (249),Medium (18),High (296),50,24,35,109,0,58,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Wheat,Black soil,6.1,Dry,High (289),Low (11),High (162),49,23,21,107,144,35,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Tomato,Black soil,6.9,Normal,Low (165),Low (10),High (171),49,21,24,107,0,40,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Red soil,5.6,Dry,High (253),Medium (18),High (176),22,15,22,48,94,37,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Red Gram,Alluvial,6.7,Dry,Low (192),High (28),High (214),26,20,23,57,125,38,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Paddy,Black soil,6.3,Rainy,Low (189),Medium (22),High (252),47,17,19,102,106,32,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Maize,Sandy loam,6,Humid,High (254),Low (14),High (188),60,22,25,130,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Red soil,6.9,Humid,High (280),Medium (25),High (147),53,21,30,115,0,50,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Red Gram,Sandy loam,7.8,Normal,Low (192),Medium (21),High (113),24,19,19,52,119,32,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Soybean,Alluvial,7.8,Normal,High (278),Medium (23),High (241),28,19,18,61,119,30,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Paddy,Black soil,5.5,Rainy,Medium (246),High (26),High (153),49,17,19,107,106,32,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Alluvial,5.7,Humid,Low (159),High (29),High (263),44,22,35,96,0,58,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Wheat,Black soil,6.8,Humid,Low (177),Medium (24),High (229),39,17,21,85,106,35,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Red Gram,Red soil,6.1,Dry,High (251),Medium (17),High (258),25,16,22,54,100,37,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Red soil,5.9,Dry,Medium (221),Medium (17),High (189),48,22,29,104,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Tomato,Clay loam,7.2,Dry,High (267),Low (10),High (150),52,20,34,113,0,57,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Red soil,5.5,Normal,High (291),Medium (21),High (130),98,32,31,213,0,52,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Wheat,Clay loam,7.7,Normal,High (282),Medium (16),High (293),37,18,25,80,112,42,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Cotton,Black soil,6.9,Normal,Medium (212),Low (14),High (120),49,25,31,107,0,52,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Sandy loam,6.5,Normal,Low (200),Medium (18),High (128),57,20,23,124,0,38,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Cotton,Alluvial,7.4,Dry,Medium (220),Low (10),High (220),37,21,32,80,0,53,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Groundnut,Red soil,6.4,Dry,Medium (245),Medium (19),High (286),21,24,20,46,150,33,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Potato,Black soil,6.5,Normal,Low (180),Medium (21),High (297),50,21,32,109,0,53,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Tomato,Sandy loam,7.4,Rainy,High (273),High (28),High (145),58,26,29,126,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Wheat,Sandy loam,5.9,Normal,High (286),Low (14),High (156),35,22,17,76,138,28,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Paddy,Clay loam,6.1,Dry,High (268),High (26),High (284),40,15,22,87,94,37,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Paddy,Clay loam,5.9,Humid,High (298),Low (15),High (255),55,24,24,120,150,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Tomato,Clay loam,7.7,Humid,Medium (232),Medium (25),High (162),47,22,20,102,0,33,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Clay loam,6.3,Normal,Medium (226),Low (11),High (231),28,15,20,61,94,33,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Wheat,Red soil,6.9,Humid,High (294),High (26),High (118),46,15,15,100,94,25,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Maize,Alluvial,7.7,Normal,Medium (219),Medium (18),High (177),54,23,20,117,0,33,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Red Gram,Clay loam,7.7,Dry,High (268),High (30),High (265),25,15,24,54,94,40,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Maize,Black soil,5.5,Dry,Low (154),High (29),High (215),58,22,20,126,0,33,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Maize,Sandy loam,7.2,Normal,Medium (249),High (26),High (118),59,24,20,128,0,33,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Cotton,Red soil,6.1,Normal,Medium (236),Low (15),High (191),36,18,30,78,0,50,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Tomato,Sandy loam,6.8,Dry,Medium (236),Low (15),High (117),57,29,21,124,0,35,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Sandy loam,5.9,Humid,High (270),Medium (18),High (148),100,28,39,217,0,65,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Cotton,Alluvial,6.3,Humid,High (300),Medium (16),High (191),37,24,28,80,0,47,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Alluvial,7.4,Dry,Low (152),High (30),High (189),55,22,25,120,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Sugarcane,Sandy loam,6.7,Rainy,High (253),Low (14),High (260),100,33,31,217,0,52,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Wheat,Red soil,6.5,Dry,Medium (201),Medium (19),High (197),35,19,15,76,119,25,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Groundnut,Sandy loam,6.9,Rainy,Medium (240),Low (11),High (136),32,16,28,70,100,47,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Soybean,Red soil,6.3,Humid,Low (189),Low (15),High (189),29,20,25,63,125,42,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Groundnut,Red soil,5.7,Dry,Medium (248),Medium (21),High (247),35,19,29,76,119,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Paddy,Alluvial,5.6,Humid,Low (185),Medium (25),High (110),52,25,16,113,156,27,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Soybean,Sandy loam,7.3,Rainy,Medium (242),High (27),High (114),27,20,25,59,125,42,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Red Gram,Black soil,6.1,Humid,High (261),Medium (25),High (154),22,18,19,48,112,32,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Alluvial,6.7,Humid,Low (185),Medium (25),High (293),47,28,26,102,0,43,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Black soil,6.2,Rainy,Low (164),Medium (20),High (161),90,31,35,196,0,58,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Sugarcane,Alluvial,5.8,Dry,Low (150),High (28),High (246),84,31,39,183,0,65,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Sugarcane,Alluvial,7.3,Dry,Medium (213),Low (14),High (131),86,26,34,187,0,57,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Cotton,Black soil,6.4,Normal,Low (156),Medium (18),High (227),39,19,28,85,0,47,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Sandy loam,7.1,Rainy,Medium (237),High (30),High (297),42,25,29,91,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Alluvial,6.3,Humid,Medium (224),Low (14),High (276),49,15,29,107,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Clay loam,5.6,Normal,Medium (250),Medium (16),High (151),45,18,29,98,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Black soil,6.8,Humid,High (289),Low (15),High (110),52,20,21,113,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Tomato,Red soil,5.7,Normal,Low (161),Medium (24),High (281),58,22,33,126,0,55,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Potato,Sandy loam,7.6,Humid,Low (165),Low (12),High (104),61,20,32,133,0,53,Urea,DAP,MOP,Add organic manure at planting; N & K split,
